T20,Agricultural production indices,,,,,
570,Niue,2010,Food production (Index Base: 2014-2016 = 100),98.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
570,Niue,2015,Food production (Index Base: 2014-2016 = 100),97.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
570,Niue,2020,Food production (Index Base: 2014-2016 = 100),99.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
570,Niue,2021,Food production (Index Base: 2014-2016 = 100),99.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
570,Niue,2022,Food production (Index Base: 2014-2016 = 100),98.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,1995,Agricultural production (Index Base: 2014-2016 = 100),75.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2005,Agricultural production (Index Base: 2014-2016 = 100),84.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2010,Agricultural production (Index Base: 2014-2016 = 100),97.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2015,Agricultural production (Index Base: 2014-2016 = 100),102.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2020,Agricultural production (Index Base: 2014-2016 = 100),102.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2021,Agricultural production (Index Base: 2014-2016 = 100),95.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2022,Agricultural production (Index Base: 2014-2016 = 100),100.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,1995,Food production (Index Base: 2014-2016 = 100),75.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2005,Food production (Index Base: 2014-2016 = 100),83.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2010,Food production (Index Base: 2014-2016 = 100),96.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2015,Food production (Index Base: 2014-2016 = 100),102.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2020,Food production (Index Base: 2014-2016 = 100),102.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2021,Food production (Index Base: 2014-2016 = 100),95.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
807,North Macedonia,2022,Food production (Index Base: 2014-2016 = 100),100.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,1985,Agricultural production (Index Base: 2014-2016 = 100),97.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,1995,Agricultural production (Index Base: 2014-2016 = 100),93.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2005,Agricultural production (Index Base: 2014-2016 = 100),94.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2010,Agricultural production (Index Base: 2014-2016 = 100),97.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2015,Agricultural production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2020,Agricultural production (Index Base: 2014-2016 = 100),101.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2021,Agricultural production (Index Base: 2014-2016 = 100),102.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2022,Agricultural production (Index Base: 2014-2016 = 100),102.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,1985,Food production (Index Base: 2014-2016 = 100),97.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,1995,Food production (Index Base: 2014-2016 = 100),93.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2005,Food production (Index Base: 2014-2016 = 100),94.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2010,Food production (Index Base: 2014-2016 = 100),97.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2015,Food production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2020,Food production (Index Base: 2014-2016 = 100),101.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2021,Food production (Index Base: 2014-2016 = 100),102.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
578,Norway,2022,Food production (Index Base: 2014-2016 = 100),102.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,1985,Agricultural production (Index Base: 2014-2016 = 100),32.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,1995,Agricultural production (Index Base: 2014-2016 = 100),49.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2005,Agricultural production (Index Base: 2014-2016 = 100),69.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2010,Agricultural production (Index Base: 2014-2016 = 100),87.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2015,Agricultural production (Index Base: 2014-2016 = 100),100.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2020,Agricultural production (Index Base: 2014-2016 = 100),140.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2021,Agricultural production (Index Base: 2014-2016 = 100),138.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2022,Agricultural production (Index Base: 2014-2016 = 100),169.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,1985,Food production (Index Base: 2014-2016 = 100),31.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,1995,Food production (Index Base: 2014-2016 = 100),48.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2005,Food production (Index Base: 2014-2016 = 100),69.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2010,Food production (Index Base: 2014-2016 = 100),87.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2015,Food production (Index Base: 2014-2016 = 100),100.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2020,Food production (Index Base: 2014-2016 = 100),140.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2021,Food production (Index Base: 2014-2016 = 100),138.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
512,Oman,2022,Food production (Index Base: 2014-2016 = 100),170.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,1985,Agricultural production (Index Base: 2014-2016 = 100),34.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,1995,Agricultural production (Index Base: 2014-2016 = 100),55.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2005,Agricultural production (Index Base: 2014-2016 = 100),71.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2010,Agricultural production (Index Base: 2014-2016 = 100),86.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2015,Agricultural production (Index Base: 2014-2016 = 100),99.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2020,Agricultural production (Index Base: 2014-2016 = 100),111.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2021,Agricultural production (Index Base: 2014-2016 = 100),117.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2022,Agricultural production (Index Base: 2014-2016 = 100),116.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,1985,Food production (Index Base: 2014-2016 = 100),31.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,1995,Food production (Index Base: 2014-2016 = 100),51.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2005,Food production (Index Base: 2014-2016 = 100),68.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2010,Food production (Index Base: 2014-2016 = 100),85.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2015,Food production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2020,Food production (Index Base: 2014-2016 = 100),116.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2021,Food production (Index Base: 2014-2016 = 100),121.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
586,Pakistan,2022,Food production (Index Base: 2014-2016 = 100),122.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,1985,Agricultural production (Index Base: 2014-2016 = 100),69.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,1995,Agricultural production (Index Base: 2014-2016 = 100),74.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2005,Agricultural production (Index Base: 2014-2016 = 100),79.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2010,Agricultural production (Index Base: 2014-2016 = 100),88.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2015,Agricultural production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2020,Agricultural production (Index Base: 2014-2016 = 100),108.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2021,Agricultural production (Index Base: 2014-2016 = 100),112.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2022,Agricultural production (Index Base: 2014-2016 = 100),116.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,1985,Food production (Index Base: 2014-2016 = 100),69.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,1995,Food production (Index Base: 2014-2016 = 100),74.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2005,Food production (Index Base: 2014-2016 = 100),79.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2010,Food production (Index Base: 2014-2016 = 100),88.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2015,Food production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2020,Food production (Index Base: 2014-2016 = 100),107.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2021,Food production (Index Base: 2014-2016 = 100),111.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
591,Panama,2022,Food production (Index Base: 2014-2016 = 100),115.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,1985,Agricultural production (Index Base: 2014-2016 = 100),53.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,1995,Agricultural production (Index Base: 2014-2016 = 100),62.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2005,Agricultural production (Index Base: 2014-2016 = 100),79.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2010,Agricultural production (Index Base: 2014-2016 = 100),87.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2015,Agricultural production (Index Base: 2014-2016 = 100),100.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2020,Agricultural production (Index Base: 2014-2016 = 100),99.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2021,Agricultural production (Index Base: 2014-2016 = 100),101.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2022,Agricultural production (Index Base: 2014-2016 = 100),102.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,1985,Food production (Index Base: 2014-2016 = 100),55.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,1995,Food production (Index Base: 2014-2016 = 100),64.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2005,Food production (Index Base: 2014-2016 = 100),81.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2010,Food production (Index Base: 2014-2016 = 100),88.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2015,Food production (Index Base: 2014-2016 = 100),99.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2020,Food production (Index Base: 2014-2016 = 100),98.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2021,Food production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
598,Papua New Guinea,2022,Food production (Index Base: 2014-2016 = 100),100.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,1985,Agricultural production (Index Base: 2014-2016 = 100),34.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,1995,Agricultural production (Index Base: 2014-2016 = 100),42.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2005,Agricultural production (Index Base: 2014-2016 = 100),56.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2010,Agricultural production (Index Base: 2014-2016 = 100),80.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2015,Agricultural production (Index Base: 2014-2016 = 100),98.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2020,Agricultural production (Index Base: 2014-2016 = 100),116.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2021,Agricultural production (Index Base: 2014-2016 = 100),110.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2022,Agricultural production (Index Base: 2014-2016 = 100),85.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,1985,Food production (Index Base: 2014-2016 = 100),28.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,1995,Food production (Index Base: 2014-2016 = 100),37.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2005,Food production (Index Base: 2014-2016 = 100),54.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2010,Food production (Index Base: 2014-2016 = 100),80.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2015,Food production (Index Base: 2014-2016 = 100),98.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2020,Food production (Index Base: 2014-2016 = 100),116.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2021,Food production (Index Base: 2014-2016 = 100),110.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
600,Paraguay,2022,Food production (Index Base: 2014-2016 = 100),85.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,1985,Agricultural production (Index Base: 2014-2016 = 100),31.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,1995,Agricultural production (Index Base: 2014-2016 = 100),41.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2005,Agricultural production (Index Base: 2014-2016 = 100),65.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2010,Agricultural production (Index Base: 2014-2016 = 100),83.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2015,Agricultural production (Index Base: 2014-2016 = 100),99.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2020,Agricultural production (Index Base: 2014-2016 = 100),118.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2021,Agricultural production (Index Base: 2014-2016 = 100),123.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2022,Agricultural production (Index Base: 2014-2016 = 100),128.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,1985,Food production (Index Base: 2014-2016 = 100),30.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,1995,Food production (Index Base: 2014-2016 = 100),40.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2005,Food production (Index Base: 2014-2016 = 100),64.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2010,Food production (Index Base: 2014-2016 = 100),83.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2015,Food production (Index Base: 2014-2016 = 100),99.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2020,Food production (Index Base: 2014-2016 = 100),118.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2021,Food production (Index Base: 2014-2016 = 100),123.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
604,Peru,2022,Food production (Index Base: 2014-2016 = 100),128.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,1985,Agricultural production (Index Base: 2014-2016 = 100),47.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,1995,Agricultural production (Index Base: 2014-2016 = 100),62.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2005,Agricultural production (Index Base: 2014-2016 = 100),81.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2010,Agricultural production (Index Base: 2014-2016 = 100),91.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2015,Agricultural production (Index Base: 2014-2016 = 100),100.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2020,Agricultural production (Index Base: 2014-2016 = 100),100.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2021,Agricultural production (Index Base: 2014-2016 = 100),100.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2022,Agricultural production (Index Base: 2014-2016 = 100),100.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,1985,Food production (Index Base: 2014-2016 = 100),47.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,1995,Food production (Index Base: 2014-2016 = 100),62.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2005,Food production (Index Base: 2014-2016 = 100),81.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2010,Food production (Index Base: 2014-2016 = 100),91.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2015,Food production (Index Base: 2014-2016 = 100),100.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2020,Food production (Index Base: 2014-2016 = 100),100.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2021,Food production (Index Base: 2014-2016 = 100),100.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
608,Philippines,2022,Food production (Index Base: 2014-2016 = 100),100.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,1985,Agricultural production (Index Base: 2014-2016 = 100),111.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,1995,Agricultural production (Index Base: 2014-2016 = 100),96.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2005,Agricultural production (Index Base: 2014-2016 = 100),88.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2010,Agricultural production (Index Base: 2014-2016 = 100),91.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2015,Agricultural production (Index Base: 2014-2016 = 100),96.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2020,Agricultural production (Index Base: 2014-2016 = 100),111.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2021,Agricultural production (Index Base: 2014-2016 = 100),110.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2022,Agricultural production (Index Base: 2014-2016 = 100),111.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,1985,Food production (Index Base: 2014-2016 = 100),110.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,1995,Food production (Index Base: 2014-2016 = 100),96.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2005,Food production (Index Base: 2014-2016 = 100),88.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2010,Food production (Index Base: 2014-2016 = 100),91.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2015,Food production (Index Base: 2014-2016 = 100),96.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2020,Food production (Index Base: 2014-2016 = 100),111.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2021,Food production (Index Base: 2014-2016 = 100),110.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
616,Poland,2022,Food production (Index Base: 2014-2016 = 100),111.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,1985,Agricultural production (Index Base: 2014-2016 = 100),80.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,1995,Agricultural production (Index Base: 2014-2016 = 100),93.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2005,Agricultural production (Index Base: 2014-2016 = 100),92.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2010,Agricultural production (Index Base: 2014-2016 = 100),97.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2015,Agricultural production (Index Base: 2014-2016 = 100),107.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
620,Portugal,2020,Agricultural production (Index Base: 2014-2016 = 100),107.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
