T10,Health personnel,,,,,
702,Singapore,2013,Health personnel: Nurses and midwives (number),"30,392",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2013,Health personnel: Nurses and midwives personnel (per 1000 population),5.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2015,Health personnel: Physicians (number),"12,459",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2015,Health personnel: Physicians (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2015,Health personnel: Nurses and midwives (number),"33,604",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2015,Health personnel: Nurses and midwives personnel (per 1000 population),5.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Physicians (number),"12,967",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Dentists (number),"2,198",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Pharmacists (number),"2,875",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Nurses and midwives (number),"34,870",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2016,Health personnel: Nurses and midwives personnel (per 1000 population),6.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2017,Health personnel: Physicians (number),"13,386",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2017,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2017,Health personnel: Nurses and midwives (number),"35,636",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2017,Health personnel: Nurses and midwives personnel (per 1000 population),6.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2018,Health personnel: Physicians (number),"13,766",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2018,Health personnel: Physicians (per 1000 population),2.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2018,Health personnel: Dentists (number),"2,363",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2018,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2021,Health personnel: Physicians (number),"15,423",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
702,Singapore,2021,Health personnel: Physicians (per 1000 population),2.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Physicians (number),"16,318",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Physicians (per 1000 population),3.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Dentists (number),"2,919",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Pharmacists (number),"2,686",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Nurses and midwives (number),"34,038",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2005,Health personnel: Nurses and midwives personnel (per 1000 population),6.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Physicians (number),"18,110",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Physicians (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Dentists (number),"2,663",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Pharmacists (number),"3,267",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Nurses and midwives (number),"34,619",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),6.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Physicians (number),"18,719",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Physicians (per 1000 population),3.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Dentists (number),"2,647",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Pharmacists (number),"3,826",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Nurses and midwives (number),"32,664",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),6.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Physicians (number),"20,047",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Physicians (per 1000 population),3.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Dentists (number),"2,875",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Pharmacists (number),"4,618",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Nurses and midwives (number),"42,764",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
703,Slovakia,2021,Health personnel: Nurses and midwives personnel (per 1000 population),6.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Physicians (number),"4,692",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Dentists (number),"1,198",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Pharmacists (number),890,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Pharmacists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Nurses and midwives (number),"15,016",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2005,Health personnel: Nurses and midwives personnel (per 1000 population),7.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Physicians (number),"4,979",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Physicians (per 1000 population),2.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Dentists (number),"1,259",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Pharmacists (number),"1,102",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Nurses and midwives (number),"16,871",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),8.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Physicians (number),"5,830",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Physicians (per 1000 population),2.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Dentists (number),"1,392",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Pharmacists (number),"1,295",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Nurses and midwives (number),"18,277",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),8.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Physicians (number),"6,944",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Physicians (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Dentists (number),"1,570",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Pharmacists (number),"1,557",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Nurses and midwives (number),"22,310",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2020,Health personnel: Nurses and midwives personnel (per 1000 population),10.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Physicians (number),"7,049",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Physicians (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Dentists (number),"1,577",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Pharmacists (number),"1,561",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
705,Slovenia,2021,Health personnel: Nurses and midwives personnel (per 1000 population),10.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Physicians (number),89,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Physicians (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Dentists (number),52,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Pharmacists (number),53,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Nurses and midwives (number),694,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2005,Health personnel: Nurses and midwives personnel (per 1000 population),1.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2008,Health personnel: Physicians (number),89,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2008,Health personnel: Physicians (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2009,Health personnel: Nurses and midwives (number),"1,080",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2009,Health personnel: Nurses and midwives personnel (per 1000 population),2.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Physicians (number),107,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Physicians (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Dentists (number),27,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Pharmacists (number),75,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Nurses and midwives (number),"1,139",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2013,Health personnel: Nurses and midwives personnel (per 1000 population),2.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2016,Health personnel: Physicians (number),120,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2016,Health personnel: Physicians (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2016,Health personnel: Dentists (number),29,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2016,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2016,Health personnel: Pharmacists (number),74,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2016,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2018,Health personnel: Nurses and midwives (number),"1,413",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2018,Health personnel: Nurses and midwives personnel (per 1000 population),2.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2019,Health personnel: Dentists (number),50,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
90,Solomon Islands,2019,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2006,Health personnel: Physicians (number),300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2006,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2006,Health personnel: Nurses and midwives (number),965,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2006,Health personnel: Nurses and midwives personnel (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2014,Health personnel: Physicians (number),309,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2014,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2014,Health personnel: Nurses and midwives (number),"1,502",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
706,Somalia,2014,Health personnel: Nurses and midwives personnel (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Physicians (number),"34,829",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Physicians (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Dentists (number),"5,577",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Pharmacists (number),"11,097",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Nurses and midwives (number),"184,459",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2004,Health personnel: Nurses and midwives personnel (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2005,Health personnel: Nurses and midwives personnel (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2010,Health personnel: Dentists (number),"5,296",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2010,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2010,Health personnel: Nurses and midwives personnel (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2012,Health personnel: Dentists (number),"5,554",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2012,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2012,Health personnel: Pharmacists (number),"13,642",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2012,Health personnel: Pharmacists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2012,Health personnel: Nurses and midwives personnel (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2015,Health personnel: Dentists (number),"5,985",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2015,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2015,Health personnel: Pharmacists (number),"15,784",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2015,Health personnel: Pharmacists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2018,Health personnel: Physicians (number),"43,503",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2018,Health personnel: Physicians (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2018,Health personnel: Dentists (number),"6,433",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2018,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2018,Health personnel: Nurses and midwives (number),"287,458",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2018,Health personnel: Nurses and midwives personnel (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2020,Health personnel: Nurses and midwives personnel (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2021,Health personnel: Physicians (number),"48,021",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2021,Health personnel: Physicians (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2021,Health personnel: Dentists (number),"6,586",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2021,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2022,Health personnel: Dentists (number),"1,348",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2022,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2022,Health personnel: Pharmacists (number),"3,609",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
710,South Africa,2022,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Physicians (number),411,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Dentists (number),32,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Pharmacists (number),360,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Nurses and midwives (number),"3,726",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2018,Health personnel: Nurses and midwives personnel (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2020,Health personnel: Physicians (number),456,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2020,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
728,South Sudan,2020,Health personnel: Dentists (number),28,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
